time,PROTON_BULK_SPEED_km/s,PROTON_BULK_SPEED_km/s.1,UNCERTAINTY_IN_VP_km/s,P+_WPERP_NONLIN_km/s,P+_WPERP_NONLIN_km/s.1,SIGMA_P+_WPERP_NONLIN_km/s,P+_WPAR_NONLIN_km/s,P+_WPAR_NONLIN_km/s.1,SIGMA_P+_WPAR_NONLIN_km/s,P+_DENSITY_cm^{-3},P+_DENSITY_cm^{-3}.1,SIGMA_P+_DENSITY_cm^{-3},ALPHA_BULK_SPEED_km/s,ALPHA_BULK_SPEED_km/s.1,UNCERTAINTY_IN_VA_km/s,HE++_WPERP_NONLIN_km/s,HE++_WPERP_NONLIN_km/s.1,SIGMA_HE++_WPERP_NONLIN_km/s,HE++_WPAR_NONLIN_km/s,HE++_WPAR_NONLIN_km/s.1,SIGMA_HE++_WPAR_NONLIN_km/s,HE++_DENSITY_NONLIN_cm^{-3},HE++_DENSITY_NONLIN_cm^{-3}.1
1600732878.0,319.521,319.521,8.2562,30.4545,30.4545,1.34148,25.9645,25.9645,2.41194,14.7587,14.7587,0.352064,317.347,317.347,37.1368,28.9301,28.9301,7.93168,25.0095,25.0095,13.618,0.324467,0.324467
1600732978.0,320.606,320.606,6.90356,28.299,28.299,1.06056,23.6317,23.6317,2.03668,12.993,12.993,0.218723,316.364,316.364,39.4271,28.762,28.762,7.41245,20.9675,20.9675,12.2866,0.322957,0.322957
1600733078.0,319.826,319.826,7.33973,29.3699,29.3699,1.09102,22.2334,22.2334,2.27912,12.2014,12.2014,0.191875,314.583,314.583,34.9631,29.161,29.161,6.16807,16.6875,16.6875,10.5242,0.381692,0.381692
1600733178.0,320.687,320.687,7.16344,29.7267,29.7267,1.0,21.7476,21.7476,2.56897,13.4931,13.4931,0.229656,319.055,319.055,31.7332,26.1285,26.1285,4.68172,17.1768,17.1768,10.9175,0.369199,0.369199
1600733278.0,320.529,320.529,7.21544,29.7653,29.7653,1.01417,20.8939,20.8939,2.37721,13.2316,13.2316,0.221555,318.229,318.229,34.5661,27.7339,27.7339,5.60697,20.6362,20.6362,12.6465,0.370006,0.370006
1600733378.0,321.026,321.026,7.25698,29.6942,29.6942,1.01931,20.5704,20.5704,2.40588,12.8809,12.8809,0.211309,318.614,318.614,34.4577,27.8844,27.8844,5.51144,16.9156,16.9156,11.1047,0.367964,0.367964
1600733478.0,322.92,322.92,7.42562,29.6726,29.6726,1.03044,21.9141,21.9141,2.573,12.3772,12.3772,0.195855,319.502,319.502,36.6883,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.325624,0.325624
1600733578.0,322.235,322.235,7.67891,30.6643,30.6643,1.0455,22.7079,22.7079,3.35225,13.2655,13.2655,0.218861,315.475,315.475,48.5819,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.428077,0.428077
1600733678.0,320.918,320.918,7.60835,31.0417,31.0417,1.19413,24.0265,24.0265,2.61929,12.621,12.621,0.200196,313.24,313.24,39.646,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.309188,0.309188
1600733778.0,318.234,318.234,8.32397,31.5846,31.5846,1.51951,23.4688,23.4688,1.65221,13.9535,13.9535,0.31859,314.003,314.003,36.6171,29.8738,29.8738,8.51023,21.5308,21.5308,8.54182,0.321596,0.321596
1600733878.0,320.077,320.077,7.46504,32.0199,32.0199,1.19955,25.139,25.139,2.43465,14.9624,14.9624,0.27016,314.916,314.916,40.6669,32.8081,32.8081,8.30628,20.2727,20.2727,13.4736,0.404722,0.404722
1600733978.0,317.426,317.426,7.43748,32.7014,32.7014,1.23638,23.1171,23.1171,2.36375,14.6169,14.6169,0.247036,314.244,314.244,43.0261,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.396137,0.396137
1600734078.0,318.652,318.652,7.34453,31.7991,31.7991,1.0945,21.8266,21.8266,2.70007,15.1985,15.1985,0.279988,315.772,315.772,47.7373,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.357639,0.357639
1600734178.0,317.663,317.663,6.66456,28.7695,28.7695,1.0,21.0247,21.0247,2.15723,14.3685,14.3685,0.249499,315.641,315.641,40.9146,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.259148,0.259148
1600734278.0,317.184,317.184,6.62643,28.0702,28.0702,1.0,19.8906,19.8906,2.06665,13.6141,13.6141,0.227777,313.419,313.419,42.8351,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.257257,0.257257
1600734378.0,316.844,316.844,6.72244,28.5716,28.5716,1.0,20.8262,20.8262,2.86279,14.5033,14.5033,0.252548,312.259,312.259,44.291,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.299077,0.299077
1600734478.0,315.512,315.512,6.74615,28.7685,28.7685,1.0,20.8529,20.8529,3.48669,14.7533,14.7533,0.258563,314.454,314.454,40.1626,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.257209,0.257209
1600734578.0,316.558,316.558,6.80173,28.1524,28.1524,1.0,20.4742,20.4742,3.58278,13.6165,13.6165,0.224824,314.107,314.107,43.7509,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.257584,0.257584
1600734678.0,317.097,317.097,7.87087,28.1182,28.1182,1.0,21.336,21.336,3.23172,13.9637,13.9637,0.310961,313.804,313.804,40.5781,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.272855,0.272855
1600734778.0,320.583,320.583,6.44317,25.9471,25.9471,1.0,20.1297,20.1297,3.32117,13.6167,13.6167,0.243365,318.654,318.654,40.3646,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.204076,0.204076
1600734878.0,318.69,318.69,6.43554,26.212,26.212,1.0,20.8799,20.8799,2.76439,13.6183,13.6183,0.231219,316.898,316.898,41.9664,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.190212,0.190212
1600734975.0,317.879,317.879,6.44843,26.5292,26.5292,1.0,20.7801,20.7801,3.07566,13.748,13.748,0.233859,315.944,315.944,41.3668,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.223226,0.223226
1600735075.0,317.017,317.017,7.02826,26.3075,26.3075,1.0,19.4381,19.4381,3.35404,13.9599,13.9599,0.252503,315.914,315.914,49.8777,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.203249,0.203249
1600735175.0,317.494,317.494,6.51284,26.4043,26.4043,1.0,19.8159,19.8159,3.85111,13.4014,13.4014,0.223479,314.479,314.479,42.9888,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.225317,0.225317
1600735275.0,318.355,318.355,6.48823,26.3171,26.3171,1.0,19.6921,19.6921,3.94411,13.3577,13.3577,0.222909,316.389,316.389,46.1508,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.214559,0.214559
1600735375.0,316.539,316.539,6.36195,25.9972,25.9972,1.0,20.8979,20.8979,4.10528,13.6811,13.6811,0.232979,313.022,313.022,48.107,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.225253,0.225253
1600735475.0,318.545,318.545,5.95175,26.8924,26.8924,1.0,22.5014,22.5014,2.9831,14.6266,14.6266,0.251046,317.105,317.105,35.4838,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.224821,0.224821
1600735575.0,320.471,320.471,6.01547,24.8865,24.8865,1.0,20.4856,20.4856,2.54497,12.192,12.192,0.184797,314.195,314.195,41.9799,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.222442,0.222442
1600735675.0,316.121,316.121,7.29891,27.4547,27.4547,1.0,21.1274,21.1274,3.52826,13.0641,13.0641,0.274543,315.159,315.159,38.3308,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.227232,0.227232
1600735775.0,314.531,314.531,6.76127,26.8808,26.8808,1.0,20.1101,20.1101,3.18306,12.2455,12.2455,0.196314,312.346,312.346,39.4548,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.230059,0.230059
1600735875.0,316.103,316.103,6.03494,26.353,26.353,1.0,19.5966,19.5966,2.43749,13.1506,13.1506,0.216764,314.051,314.051,47.9362,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.218599,0.218599
1600735975.0,318.227,318.227,6.14376,25.0599,25.0599,1.0,20.1599,20.1599,3.44988,14.0178,14.0178,0.259666,314.63,314.63,53.4802,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.198008,0.198008
1600736075.0,317.562,317.562,6.197,25.1267,25.1267,1.0,20.3459,20.3459,4.49629,14.3154,14.3154,0.268806,314.214,314.214,39.8265,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.179214,0.179214
1600736175.0,315.182,315.182,6.11272,25.2673,25.2673,1.0,18.8183,18.8183,4.48909,13.6473,13.6473,0.236044,313.594,313.594,52.388,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.189638,0.189638
1600736275.0,319.325,319.325,5.70107,25.3237,25.3237,1.0,21.9149,21.9149,4.65481,15.512,15.512,0.296956,316.834,316.834,37.1892,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.195596,0.195596
1600736375.0,320.738,320.738,5.56269,24.5474,24.5474,1.0,20.2695,20.2695,4.23421,14.9231,14.9231,0.269133,319.492,319.492,41.2636,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.187472,0.187472
1600736475.0,322.102,322.102,6.29006,25.7838,25.7838,1.0,20.9545,20.9545,4.8518,14.4219,14.4219,0.259063,318.15,318.15,49.4144,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.185311,0.185311
1600736575.0,323.277,323.277,6.78481,25.7375,25.7375,1.0,20.1582,20.1582,3.85983,14.989,14.989,0.353458,322.332,322.332,46.0558,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.189976,0.189976
1600736672.0,325.315,325.315,5.73492,25.1517,25.1517,1.0,19.2131,19.2131,3.11009,14.2722,14.2722,0.247693,322.123,322.123,45.7573,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.180759,0.180759
1600736772.0,325.39,325.39,5.79008,25.7173,25.7173,1.0,19.574,19.574,3.17456,14.8576,14.8576,0.26459,322.884,322.884,48.5219,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.172897,0.172897
1600736872.0,325.496,325.496,5.72195,25.6695,25.6695,1.0,20.3807,20.3807,3.12965,15.2928,15.2928,0.279452,322.539,322.539,47.214,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.175272,0.175272
1600736972.0,325.27,325.27,5.76527,25.7533,25.7533,1.0,20.7026,20.7026,3.3067,15.2016,15.2016,0.275489,322.735,322.735,41.3899,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.17355,0.17355
1600737072.0,323.127,323.127,6.35553,26.1135,26.1135,1.0,18.2142,18.2142,3.88669,14.8039,14.8039,0.284608,322.035,322.035,44.012,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.166085,0.166085
1600737172.0,322.54,322.54,5.63769,25.3378,25.3378,1.0,18.5428,18.5428,3.57463,15.1043,15.1043,0.273569,319.559,319.559,49.8082,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.16498,0.16498
1600737272.0,321.744,321.744,5.9823,25.4483,25.4483,1.0,19.2074,19.2074,3.74251,16.3912,16.3912,0.331039,318.638,318.638,44.7949,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.186141,0.186141
1600737372.0,320.683,320.683,6.05819,25.9001,25.9001,1.0,18.4296,18.4296,3.8877,16.2983,16.2983,0.325555,319.739,319.739,45.9608,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.190292,0.190292
1600737472.0,321.874,321.874,5.99955,25.5219,25.5219,1.0,17.8948,17.8948,3.7383,16.103,16.103,0.321153,319.921,319.921,45.297,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.196809,0.196809
1600737572.0,322.149,322.149,6.73197,26.2656,26.2656,1.0,20.082,20.082,4.33939,15.9568,15.9568,0.395584,320.664,320.664,45.3954,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.200331,0.200331
1600737672.0,322.2,322.2,6.06939,25.7781,25.7781,1.0,18.1065,18.1065,3.74392,16.2408,16.2408,0.324636,320.719,320.719,44.8587,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.201196,0.201196
1600737772.0,321.002,321.002,6.18488,26.1173,26.1173,1.0,17.5502,17.5502,3.93639,16.1365,16.1365,0.333099,319.429,319.429,41.095,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.179412,0.179412
1600737872.0,320.67,320.67,3.2067,25.4111,25.4111,1.0,17.4725,17.4725,1.0,15.7908,15.7908,0.0789539,317.324,317.324,3.17324,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.187988,0.187988
1600737976.0,318.298,318.298,5.97699,24.3627,24.3627,1.0,22.2708,22.2708,5.51347,14.883,14.883,0.279684,319.781,319.781,41.5451,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.166308,0.166308
1600738076.0,320.935,320.935,5.74848,25.9531,25.9531,1.0,19.6209,19.6209,4.48632,15.1823,15.1823,0.272397,319.329,319.329,45.4884,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.174804,0.174804
1600738176.0,320.891,320.891,3.20891,25.6826,25.6826,1.0,20.7041,20.7041,1.0,14.7603,14.7603,0.0738016,316.899,316.899,3.16899,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.186107,0.186107
1600738276.0,319.893,319.893,6.22076,25.8291,25.8291,1.0,20.3117,20.3117,4.58835,14.6828,14.6828,0.267185,316.934,316.934,45.8709,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.184789,0.184789
1600738376.0,319.276,319.276,5.74984,23.1967,23.1967,1.0,25.1102,25.1102,1.78721,20.8139,20.8139,0.537261,315.148,315.148,30.854,15.7815,15.7815,2.52004,19.6322,19.6322,11.3438,0.207975,0.207975
1600738476.0,318.61,318.61,7.26514,24.6809,24.6809,1.0,25.035,25.035,2.81085,20.1733,20.1733,0.693172,317.19,317.19,37.1822,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.23424,0.23424
1600738576.0,315.48,315.48,5.53881,24.2047,24.2047,1.0,19.4516,19.4516,4.271,17.45,17.45,0.379518,313.227,313.227,47.4763,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.168218,0.168218
1600738676.0,318.502,318.502,5.71934,24.2559,24.2559,1.0,24.8767,24.8767,4.02944,16.7877,16.7877,0.350443,316.521,316.521,28.7364,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.188914,0.188914
1600738776.0,320.133,320.133,5.87535,23.9708,23.9708,1.0,26.4814,26.4814,2.08568,21.8004,21.8004,0.578751,317.408,317.408,33.0083,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.224329,0.224329
1600738876.0,318.628,318.628,6.28069,25.0152,25.0152,1.0,26.5305,26.5305,3.21829,19.3287,19.3287,0.470806,315.927,315.927,32.3079,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.239354,0.239354
1600738976.0,317.074,317.074,6.28178,24.9103,24.9103,1.0,25.0299,25.0299,3.04481,18.2436,18.2436,0.424517,313.929,313.929,33.2374,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.236576,0.236576
1600739076.0,316.372,316.372,6.26409,25.4062,25.4062,1.0,25.7868,25.7868,3.20439,19.1566,19.1566,0.461156,314.968,314.968,31.2274,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.241753,0.241753
1600739176.0,317.999,317.999,6.26362,25.1705,25.1705,1.0,24.0334,24.0334,2.8792,18.8809,18.8809,0.453243,314.917,314.917,32.2319,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.229524,0.229524
1600739276.0,315.153,315.153,6.26438,25.3351,25.3351,1.0,23.3248,23.3248,2.58404,18.3075,18.3075,0.42543,314.23,314.23,32.6602,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.246984,0.246984
1600739376.0,317.512,317.512,7.13162,24.6979,24.6979,1.0,26.663,26.663,1.97472,22.4951,22.4951,0.810057,316.483,316.483,25.0912,17.2178,17.2178,2.69766,20.1732,20.1732,8.06455,0.272477,0.272477
1600739476.0,319.704,319.704,5.86879,23.9093,23.9093,1.0,24.6089,24.6089,1.25213,21.441,21.441,0.564202,317.147,317.147,24.8831,15.823,15.823,2.57432,17.6917,17.6917,5.67999,0.273746,0.273746
1600739576.0,317.672,317.672,5.94738,23.9842,23.9842,1.0,25.8764,25.8764,1.33161,20.8956,20.8956,0.529338,314.791,314.791,25.7794,15.8499,15.8499,2.68621,18.4092,18.4092,6.16577,0.265137,0.265137
1600739676.0,318.397,318.397,5.87665,23.9931,23.9931,1.0,25.298,25.298,1.23736,22.0471,22.0471,0.586915,316.797,316.797,26.3646,15.6797,15.6797,2.80538,18.9466,18.9466,6.32104,0.254765,0.254765
1600739776.0,317.982,317.982,5.71132,22.1357,22.1357,1.0,25.2654,25.2654,1.8902,18.9666,18.9666,0.476063,312.549,312.549,35.8097,19.8102,19.8102,4.05918,19.8636,19.8636,13.5922,0.239308,0.239308
1600739876.0,315.096,315.096,5.93728,23.9827,23.9827,1.0,27.1578,27.1578,2.25997,20.4763,20.4763,0.507378,314.639,314.639,33.4467,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.233037,0.233037
1600739976.0,317.728,317.728,6.01676,24.0877,24.0877,1.0,27.6355,27.6355,2.24629,20.0223,20.0223,0.48658,314.685,314.685,30.3475,18.698,18.698,2.88548,19.2606,19.2606,12.2252,0.266486,0.266486
1600740076.0,317.322,317.322,6.12342,24.4527,24.4527,1.0,26.6934,26.6934,1.9963,19.5669,19.5669,0.46418,316.235,316.235,28.0191,16.7873,16.7873,2.54813,21.732,21.732,10.3295,0.258526,0.258526
1600740176.0,318.342,318.342,6.46519,23.3471,23.3471,1.0,39.0927,39.0927,9.04275,19.4658,19.4658,0.491413,316.809,316.809,49.6606,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.10948,0.10948
1600740276.0,317.191,317.191,7.12685,24.1747,24.1747,1.0,20.5479,20.5479,3.22066,12.2216,12.2216,0.253982,318.465,318.465,48.6152,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.1244,0.1244
1600740376.0,319.939,319.939,6.13933,24.2931,24.2931,1.0,19.5622,19.5622,3.10051,12.4167,12.4167,0.200283,321.05,321.05,43.7533,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.120326,0.120326
1600740476.0,321.757,321.757,5.93789,22.9517,22.9517,1.0,21.791,21.791,2.55292,12.7917,12.7917,0.216052,320.378,320.378,44.1451,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.131066,0.131066
1600740576.0,321.437,321.437,5.85851,23.2383,23.2383,1.0,21.1708,21.1708,2.58818,13.6026,13.6026,0.240575,320.476,320.476,47.9761,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.115324,0.115324
1600740676.0,321.423,321.423,5.84881,23.0001,23.0001,1.0,19.2706,19.2706,2.63114,12.7453,12.7453,0.214791,320.327,320.327,44.4486,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.129362,0.129362
1600740776.0,320.306,320.306,5.90281,24.0572,24.0572,1.0,17.3421,17.3421,2.7749,12.7698,12.7698,0.2132,317.205,317.205,41.0962,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.150754,0.150754
1600740876.0,318.573,318.573,6.00489,23.7296,23.7296,1.0,20.8355,20.8355,3.68098,18.1154,18.1154,0.411626,318.572,318.572,37.3612,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.139923,0.139923
1600740976.0,319.509,319.509,6.02362,23.5276,23.5276,1.0,18.2281,18.2281,3.18709,16.5052,16.5052,0.362014,318.845,318.845,39.5454,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.149385,0.149385
1600741076.0,317.464,317.464,5.96999,22.6644,22.6644,1.0,22.644,22.644,3.31668,16.6543,16.6543,0.371177,316.32,316.32,41.3511,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.144558,0.144558
1600741176.0,317.876,317.876,7.3131,23.3753,23.3753,1.0,23.672,23.672,3.72066,16.8396,16.8396,0.498604,316.743,316.743,42.3507,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.175134,0.175134
1600741276.0,316.832,316.832,6.00225,24.1638,24.1638,1.0,23.6381,23.6381,2.91191,19.1352,19.1352,0.449448,318.51,318.51,33.9592,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.168656,0.168656
1600741376.0,319.54,319.54,5.77663,22.6459,22.6459,1.0,22.519,22.519,2.20552,18.4822,18.4822,0.436908,320.357,320.357,34.5997,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.140569,0.140569
1600741476.0,320.759,320.759,5.73003,22.2055,22.2055,1.0,21.9926,21.9926,1.73189,18.2421,18.2421,0.429846,321.842,321.842,34.1913,13.186,13.186,2.38414,13.3092,13.3092,7.92043,0.136273,0.136273
1600741576.0,322.241,322.241,5.83267,20.8211,20.8211,1.0,21.4582,21.4582,1.64496,15.7327,15.7327,0.336023,323.309,323.309,35.7335,14.1024,14.1024,2.63311,14.5125,14.5125,8.77284,0.145005,0.145005
1600741676.0,321.289,321.289,5.59457,21.4477,21.4477,1.0,20.4517,20.4517,1.94748,18.5612,18.5612,0.449655,320.177,320.177,33.8241,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.128204,0.128204
1600741776.0,317.549,317.549,5.41913,20.7361,20.7361,1.0,20.9755,20.9755,2.14427,18.5359,18.5359,0.453384,314.581,314.581,30.0175,12.4136,12.4136,1.80697,15.2402,15.2402,10.241,0.158423,0.158423
1600741876.0,316.005,316.005,5.49457,21.7562,21.7562,1.0,22.3117,22.3117,2.01396,19.7141,19.7141,0.519637,315.967,315.967,30.452,12.3394,12.3394,2.03516,13.253,13.253,8.6396,0.146317,0.146317
1600741976.0,317.278,317.278,5.44307,21.1184,21.1184,1.0,21.4102,21.4102,1.71466,18.8381,18.8381,0.484557,316.423,316.423,30.661,11.9438,11.9438,2.00813,13.3178,13.3178,7.47583,0.142163,0.142163
1600742076.0,317.677,317.677,6.66302,21.1629,21.1629,1.0,22.4143,22.4143,2.08435,19.2641,19.2641,0.675395,317.074,317.074,32.2643,14.6167,14.6167,2.63065,17.1437,17.1437,10.2342,0.163765,0.163765
1600742176.0,315.089,315.089,5.35538,20.9453,20.9453,1.0,21.3728,21.3728,1.71812,19.2161,19.2161,0.502008,315.45,315.45,30.2518,12.7443,12.7443,2.08273,14.8549,14.8549,8.17901,0.16237,0.16237
1600742276.0,315.948,315.948,5.37903,20.9486,20.9486,1.0,21.7954,21.7954,1.61453,19.631,19.631,0.522066,315.656,315.656,30.4361,12.1755,12.1755,2.07493,12.9666,12.9666,7.19506,0.144392,0.144392
1600742376.0,313.96,313.96,5.76449,21.6985,21.6985,1.0,21.8299,21.8299,2.28089,16.207,16.207,0.357197,315.893,315.893,31.9455,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.139967,0.139967
1600742476.0,318.677,318.677,5.56623,20.3464,20.3464,1.0,18.3836,18.3836,1.64962,15.2735,15.2735,0.331461,317.637,317.637,30.1337,11.9543,11.9543,1.99383,10.7852,10.7852,6.76919,0.131794,0.131794
1600742576.0,316.149,316.149,5.51133,20.2199,20.2199,1.0,19.317,19.317,2.18775,15.8605,15.8605,0.353728,315.507,315.507,29.5698,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.142885,0.142885
1600742676.0,316.392,316.392,5.51383,20.3592,20.3592,1.0,19.1835,19.1835,2.58249,16.0714,16.0714,0.361723,316.104,316.104,28.6112,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.142404,0.142404
1600742776.0,319.216,319.216,5.89167,19.8232,19.8232,1.0,18.9186,18.9186,2.55008,12.4847,12.4847,0.227857,318.33,318.33,32.2178,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.114237,0.114237
1600742876.0,318.935,318.935,5.85636,19.986,19.986,1.0,18.3897,18.3897,2.43599,12.6401,12.6401,0.23243,318.527,318.527,33.4456,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.113877,0.113877
1600742976.0,318.892,318.892,7.15718,20.2782,20.2782,1.0,20.5759,20.5759,2.77812,12.7429,12.7429,0.309507,318.154,318.154,36.361,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.124712,0.124712
1600743076.0,317.474,317.474,5.89671,19.8773,19.8773,1.0,17.7464,17.7464,2.02504,11.8624,11.8624,0.206562,316.693,316.693,33.0265,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.119004,0.119004
1600743176.0,317.643,317.643,5.82392,20.0047,20.0047,1.0,17.6192,17.6192,1.82487,12.432,12.432,0.225255,316.346,316.346,33.4576,11.9017,11.9017,2.18794,11.3807,11.3807,7.90541,0.119355,0.119355
1600743276.0,316.254,316.254,5.45125,19.6795,19.6795,1.0,16.8255,16.8255,1.51119,14.1489,14.1489,0.290122,315.187,315.187,31.8069,11.5458,11.5458,2.01787,10.3574,10.3574,6.72643,0.120436,0.120436
1600743376.0,316.783,316.783,5.70617,20.5329,20.5329,1.0,19.3467,19.3467,1.62301,14.3269,14.3269,0.290981,316.628,316.628,31.9974,11.4433,11.4433,1.99572,12.4646,12.4646,7.16565,0.125902,0.125902
1600743477.0,318.789,318.789,5.70545,19.1887,19.1887,1.0,17.5581,17.5581,1.5225,12.3627,12.3627,0.226722,317.764,317.764,32.2867,11.0004,11.0004,1.96686,9.87233,9.87233,6.09085,0.110388,0.110388
1600743577.0,318.016,318.016,5.78359,19.5459,19.5459,1.0,18.0442,18.0442,1.47212,12.335,12.335,0.223802,317.061,317.061,32.2577,11.9364,11.9364,2.20947,10.5486,10.5486,6.29747,0.120903,0.120903
1600743880.0,315.994,315.994,6.62564,19.8108,19.8108,1.0,19.4058,19.4058,2.49578,15.7743,15.7743,0.469312,316.517,316.517,31.458,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.147916,0.147916
1600743980.0,315.771,315.771,5.48211,19.3279,19.3279,1.0,21.0046,21.0046,2.19836,15.5694,15.5694,0.331036,314.449,314.449,29.4326,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.124433,0.124433
1600744080.0,313.267,313.267,5.38484,19.4738,19.4738,1.0,19.519,19.519,1.80204,15.1956,15.1956,0.329145,313.216,313.216,32.5853,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.131362,0.131362
1600744180.0,315.321,315.321,6.27236,24.5339,24.5339,1.0,25.3196,25.3196,2.27501,17.2146,17.2146,0.379167,316.618,316.618,34.9597,16.1811,16.1811,2.93558,17.6728,17.6728,10.8282,0.186928,0.186928
1600744280.0,316.455,316.455,6.20718,22.9334,22.9334,1.0,26.3964,26.3964,2.68204,16.9465,16.9465,0.379313,318.24,318.24,32.5382,14.3195,14.3195,2.26227,18.55,18.55,11.943,0.180405,0.180405
1600744377.0,315.217,315.217,6.05859,22.759,22.759,1.0,22.3652,22.3652,2.23311,16.7688,16.7688,0.373203,315.087,315.087,33.7511,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.185542,0.185542
1600744577.0,321.327,321.327,6.17784,21.2874,21.2874,1.0,11.1297,11.1297,3.28853,14.7871,14.7871,0.297943,319.185,319.185,35.6687,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.241698,0.241698
1600744677.0,319.272,319.272,6.01124,26.4369,26.4369,1.0,30.2013,30.2013,7.53765,18.9293,18.9293,0.40832,322.2,322.2,34.539,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.320747,0.320747
