time,PROTON_BULK_SPEED_km/s,PROTON_BULK_SPEED_km/s.1,UNCERTAINTY_IN_VP_km/s,P+_WPERP_NONLIN_km/s,P+_WPERP_NONLIN_km/s.1,SIGMA_P+_WPERP_NONLIN_km/s,P+_WPAR_NONLIN_km/s,P+_WPAR_NONLIN_km/s.1,SIGMA_P+_WPAR_NONLIN_km/s,P+_DENSITY_cm^{-3},P+_DENSITY_cm^{-3}.1,SIGMA_P+_DENSITY_cm^{-3},ALPHA_BULK_SPEED_km/s,ALPHA_BULK_SPEED_km/s.1,UNCERTAINTY_IN_VA_km/s,HE++_WPERP_NONLIN_km/s,HE++_WPERP_NONLIN_km/s.1,SIGMA_HE++_WPERP_NONLIN_km/s,HE++_WPAR_NONLIN_km/s,HE++_WPAR_NONLIN_km/s.1,SIGMA_HE++_WPAR_NONLIN_km/s,HE++_DENSITY_NONLIN_cm^{-3},HE++_DENSITY_NONLIN_cm^{-3}.1
1579825065.0,321.167,321.167,3.21167,22.6686,22.6686,1.0,25.9187,25.9187,1.0,7.22574,7.22574,0.0361287,318.114,318.114,116.289,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0402204,0.0402204
1579825164.0,318.186,318.186,3.18186,21.4013,21.4013,1.0,29.4017,29.4017,1.0,5.63424,5.63424,0.0281712,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825263.0,320.059,320.059,9.62769,21.6822,21.6822,2.40369,30.8304,30.8304,2.52817,6.72619,6.72619,0.0722342,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825366.0,320.156,320.156,9.42171,22.8288,22.8288,2.37939,30.9193,30.9193,2.31281,6.72446,6.72446,0.0697998,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825465.0,320.797,320.797,8.4536,21.5299,21.5299,1.65707,30.9915,30.9915,2.04894,6.74484,6.74484,0.0653978,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825564.0,320.577,320.577,8.364,21.04,21.04,1.43382,31.9961,31.9961,2.28702,6.41269,6.41269,0.0601491,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825663.0,315.823,315.823,3.15823,22.7129,22.7129,1.0,29.5475,29.5475,1.0,5.48544,5.48544,0.0274272,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825763.0,314.714,314.714,18.895,20.2323,20.2323,3.2218,25.2254,25.2254,4.07712,4.35503,4.35503,0.277844,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825862.0,316.723,316.723,20.3465,16.2279,16.2279,2.81529,22.9416,22.9416,4.96633,3.06142,3.06142,0.162434,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579825961.0,315.455,315.455,3.15455,22.0759,22.0759,1.0,28.3612,28.3612,1.0,5.3233,5.3233,0.0266165,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579826060.0,312.278,312.278,3.50484,21.8254,21.8254,1.0,24.5629,24.5629,1.0,4.75027,4.75027,0.0237513,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579826160.0,321.634,321.634,3.21634,21.1723,21.1723,1.0,29.907,29.907,1.0,6.48379,6.48379,0.032419,316.831,316.831,155.279,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0374761,0.0374761
1579826259.0,320.609,320.609,3.20609,21.5148,21.5148,1.0,29.1327,29.1327,1.0,6.7548,6.7548,0.033774,317.807,317.807,167.32,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0363266,0.0363266
1579826358.0,319.79,319.79,3.1979,21.1434,21.1434,1.0,28.1798,28.1798,1.0,6.62259,6.62259,0.033113,320.105,320.105,201.933,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0441055,0.0441055
1579826457.0,319.601,319.601,3.19601,21.3875,21.3875,1.0,26.7687,26.7687,1.0,6.55472,6.55472,0.0327736,327.784,327.784,148.623,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0388531,0.0388531
1579826557.0,317.972,317.972,3.17972,20.7203,20.7203,1.0,26.0132,26.0132,1.0,6.22682,6.22682,0.0311341,334.474,334.474,154.552,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0394209,0.0394209
1579826656.0,317.804,317.804,3.17804,21.2062,21.2062,1.0,26.5586,26.5586,1.0,6.40973,6.40973,0.0320486,318.4,318.4,142.815,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0418908,0.0418908
1579826755.0,317.224,317.224,3.17224,20.9945,20.9945,1.0,26.361,26.361,1.0,6.3074,6.3074,0.031537,318.095,318.095,195.793,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0428035,0.0428035
1579826854.0,316.988,316.988,3.16988,21.2256,21.2256,1.0,26.4066,26.4066,1.0,6.47641,6.47641,0.0323821,319.081,319.081,153.065,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0397966,0.0397966
1579826950.0,317.014,317.014,3.17014,20.3929,20.3929,1.0,25.6218,25.6218,1.0,6.2115,6.2115,0.0310575,317.202,317.202,200.762,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0417348,0.0417348
1579827050.0,314.763,314.763,17.3117,19.7204,19.7204,1.73855,24.1816,24.1816,3.8895,5.94907,5.94907,0.246181,310.947,310.947,126.886,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0282057,0.0282057
1579827149.0,312.992,312.992,22.144,18.8291,18.8291,2.4308,23.6374,23.6374,3.91066,5.12202,5.12202,0.511734,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579827248.0,313.081,313.081,3.13081,21.0657,21.0657,1.0,27.8008,27.8008,1.0,6.17384,6.17384,0.0308692,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579827347.0,309.749,309.749,17.3386,17.2809,17.2809,2.37799,21.7841,21.7841,3.54268,4.2457,4.2457,0.314558,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579827447.0,315.04,315.04,3.1504,21.5865,21.5865,1.0,25.8036,25.8036,1.0,6.32526,6.32526,0.0316263,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579827546.0,317.59,317.59,6.91237,20.0903,20.0903,1.0,25.3017,25.3017,3.6088,5.88718,5.88718,0.0539471,315.354,315.354,152.788,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0373933,0.0373933
1579827645.0,318.113,318.113,3.18113,20.1368,20.1368,1.0,26.7859,26.7859,1.0,6.14184,6.14184,0.0307092,313.389,313.389,170.066,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0335255,0.0335255
1579827744.0,318.576,318.576,3.18576,20.8728,20.8728,1.0,30.2199,30.2199,1.0,5.56776,5.56776,0.0278388,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579827847.0,319.066,319.066,7.37812,20.9578,20.9578,1.0,27.6804,27.6804,4.32593,5.59294,5.59294,0.0498557,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579827946.0,318.218,318.218,3.18218,19.6626,19.6626,1.0,26.7621,26.7621,1.0,5.92235,5.92235,0.0296117,318.334,318.334,188.705,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0404461,0.0404461
1579828045.0,318.525,318.525,3.18525,21.1432,21.1432,1.0,31.2413,31.2413,1.0,5.16638,5.16638,0.0258319,337.328,337.328,177.551,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.027467,0.027467
1579828144.0,317.776,317.776,3.17776,19.7592,19.7592,1.0,28.3548,28.3548,1.0,4.43858,4.43858,0.0221929,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579828244.0,316.05,316.05,28.805,18.0892,18.0892,2.5539,16.949,16.949,7.03455,2.39939,2.39939,0.139582,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579828343.0,317.252,317.252,3.17252,20.1393,20.1393,1.0,28.8546,28.8546,1.0,4.99128,4.99128,0.0249564,312.419,312.419,181.595,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0345646,0.0345646
1579828442.0,316.555,316.555,15.5418,18.6596,18.6596,1.9927,26.2083,26.2083,6.54507,4.22441,4.22441,0.285154,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579828541.0,317.584,317.584,3.17584,20.1888,20.1888,1.0,30.6308,30.6308,1.17593,5.11726,5.11726,0.0255863,323.173,323.173,174.39,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0336972,0.0336972
1579828641.0,315.798,315.798,16.8751,17.7716,17.7716,1.89285,19.7125,19.7125,8.33681,3.70362,3.70362,0.31764,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579828740.0,316.089,316.089,5.41164,20.8148,20.8148,1.0,30.701,30.701,2.99755,5.43733,5.43733,0.0324059,321.142,321.142,216.095,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.042514,0.042514
1579828839.0,315.363,315.363,3.15363,20.6124,20.6124,1.0,30.1085,30.1085,1.0,5.19061,5.19061,0.025953,319.126,319.126,211.02,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0420986,0.0420986
1579828935.0,315.116,315.116,3.15116,20.8175,20.8175,1.0,30.0376,30.0376,1.0,5.56213,5.56213,0.0278106,318.008,318.008,190.663,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0464327,0.0464327
1579829035.0,315.591,315.591,3.15591,20.5252,20.5252,1.0,30.5839,30.5839,1.0,5.26024,5.26024,0.0263012,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579829134.0,314.304,314.304,14.9846,18.8855,18.8855,1.23329,18.6801,18.6801,3.87103,4.25234,4.25234,0.154836,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579829233.0,313.139,313.139,16.1763,19.4602,19.4602,1.63913,21.1009,21.1009,4.56792,4.60974,4.60974,0.246359,313.867,313.867,183.776,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0300197,0.0300197
1579829332.0,312.081,312.081,22.4064,16.5345,16.5345,2.1155,16.696,16.696,4.6251,3.00858,3.00858,0.202261,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579829428.0,312.442,312.442,20.5637,18.0996,18.0996,1.73097,18.9501,18.9501,3.43891,3.46747,3.46747,0.151497,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579829528.0,312.788,312.788,19.5464,16.3078,16.3078,1.90231,17.1833,17.1833,3.18565,3.18186,3.18186,0.20781,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579829627.0,315.499,315.499,3.15499,20.1054,20.1054,1.0,27.354,27.354,1.0,5.33902,5.33902,0.0266951,316.019,316.019,213.108,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0447556,0.0447556
1579829726.0,316.756,316.756,3.16756,20.2857,20.2857,1.0,28.2899,28.2899,1.0,5.35114,5.35114,0.0267557,319.376,319.376,201.07,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0420153,0.0420153
1579829825.0,317.458,317.458,3.17458,19.8657,19.8657,1.0,30.5377,30.5377,1.0,5.37571,5.37571,0.0268786,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579829925.0,316.396,316.396,3.16396,19.7665,19.7665,1.0,30.1194,30.1194,1.0,5.10916,5.10916,0.0255458,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830024.0,317.106,317.106,3.17106,20.1082,20.1082,1.0,34.9421,34.9421,1.0,5.5085,5.5085,0.0275425,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830123.0,317.559,317.559,7.81136,19.6093,19.6093,1.0,30.1657,30.1657,4.75042,5.38781,5.38781,0.0501036,310.743,310.743,169.931,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0351992,0.0351992
1579830222.0,313.605,313.605,3.13605,20.4901,20.4901,1.0,28.4341,28.4341,1.0,5.7964,5.7964,0.028982,317.304,317.304,187.475,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0507333,0.0507333
1579830322.0,312.249,312.249,3.12249,20.3748,20.3748,1.0,27.5201,27.5201,1.0,5.62377,5.62377,0.0281189,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830421.0,309.543,309.543,18.538,17.55,17.55,1.78989,17.341,17.341,3.68605,3.46306,3.46306,0.183077,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830520.0,309.239,309.239,21.3753,19.6164,19.6164,1.37981,19.3771,19.3771,2.81984,4.57395,4.57395,0.190164,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830619.0,309.85,309.85,21.1451,18.038,18.038,2.1498,17.4283,17.4283,2.82022,3.49314,3.49314,0.246528,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830719.0,306.941,306.941,29.4701,18.5776,18.5776,3.18237,17.3649,17.3649,2.67764,3.71666,3.71666,0.331843,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830818.0,312.828,312.828,3.12828,19.9031,19.9031,1.0,28.3091,28.3091,1.0,5.71175,5.71175,0.0285588,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579830917.0,306.887,306.887,31.8681,19.1703,19.1703,1.85955,17.9495,17.9495,2.9713,4.15907,4.15907,0.330249,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831016.0,312.666,312.666,3.12666,20.6533,20.6533,1.0,31.466,31.466,1.0,5.92544,5.92544,0.0296272,317.3,317.3,113.002,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.039693,0.039693
1579831116.0,311.053,311.053,3.11053,20.7046,20.7046,1.0,30.8142,30.8142,1.0,5.74355,5.74355,0.0287177,311.147,311.147,168.279,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0403371,0.0403371
1579831215.0,308.256,308.256,20.5121,18.1072,18.1072,2.1484,15.2725,15.2725,2.82512,2.84092,2.84092,0.105807,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831314.0,307.429,307.429,3.07429,21.1016,21.1016,1.0,28.9914,28.9914,1.0,5.6283,5.6283,0.0281415,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831413.0,309.931,309.931,3.09931,21.2641,21.2641,1.0,30.4891,30.4891,1.0,5.94053,5.94053,0.0297026,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831513.0,313.023,313.023,22.8319,16.3612,16.3612,2.39057,23.3067,23.3067,7.31918,2.70079,2.70079,0.246003,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831612.0,308.169,308.169,27.1217,15.2018,15.2018,2.20234,13.9481,13.9481,3.49071,2.20664,2.20664,0.0867291,308.07,308.07,158.878,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0305517,0.0305517
1579831711.0,304.934,304.934,26.3673,15.8086,15.8086,2.14701,16.12,16.12,3.54747,2.94568,2.94568,0.169974,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831810.0,312.951,312.951,12.5227,13.7059,13.7059,1.58776,17.3271,17.3271,1.6235,4.32127,4.32127,0.166229,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579831910.0,297.605,297.605,19.8266,16.5643,16.5643,3.00567,15.5588,15.5588,2.01366,3.0798,3.0798,0.129367,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832009.0,298.41,298.41,30.8658,18.2213,18.2213,4.47082,17.4127,17.4127,3.05176,3.71275,3.71275,0.33317,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832108.0,301.375,301.375,22.3221,16.7832,16.7832,2.71091,16.4436,16.4436,2.56299,3.32222,3.32222,0.208255,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832207.0,297.809,297.809,23.0392,15.9268,15.9268,2.29783,15.1563,15.1563,2.56561,2.84962,2.84962,0.132382,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832406.0,303.134,303.134,19.9583,15.2711,15.2711,1.8484,15.7817,15.7817,2.66325,2.98041,2.98041,0.110861,311.975,311.975,99.2427,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0344801,0.0344801
1579832604.0,311.45,311.45,12.8969,18.753,18.753,1.37757,27.2045,27.2045,2.64646,4.6881,4.6881,0.0539722,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832704.0,306.659,306.659,26.9168,18.8675,18.8675,3.22229,22.4147,22.4147,3.52615,4.24499,4.24499,0.403821,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832803.0,304.574,304.574,22.5873,19.0793,19.0793,2.03528,22.0498,22.0498,2.8178,4.17445,4.17445,0.147355,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579832902.0,308.185,308.185,3.08185,18.6321,18.6321,1.0,26.0489,26.0489,1.0,5.87387,5.87387,0.0293693,319.992,319.992,155.771,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0542598,0.0542598
1579833001.0,309.314,309.314,22.433,18.367,18.367,3.07141,24.8638,24.8638,4.07574,4.2142,4.2142,0.253914,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833101.0,308.243,308.243,23.8723,16.205,16.205,2.49892,21.2677,21.2677,4.93854,2.8212,2.8212,0.181344,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833200.0,308.3,308.3,19.8907,19.022,19.022,1.58895,23.5923,23.5923,3.28476,3.76734,3.76734,0.104203,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833299.0,309.469,309.469,3.09469,19.8409,19.8409,1.0,29.1141,29.1141,1.0,4.73115,4.73115,0.0236557,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833398.0,310.585,310.585,3.10585,20.1508,20.1508,1.0,29.9646,29.9646,1.0,4.88444,4.88444,0.0244222,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833497.0,310.706,310.706,3.10706,18.9132,18.9132,1.0,28.5499,28.5499,1.0,4.57855,4.57855,0.0228928,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833597.0,310.685,310.685,3.10685,19.2612,19.2612,1.0,29.2806,29.2806,1.0,4.55082,4.55082,0.0227541,304.558,304.558,193.553,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0577439,0.0577439
1579833693.0,311.253,311.253,3.11253,20.1294,20.1294,1.0,29.2918,29.2918,1.0,4.78894,4.78894,0.0239447,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833792.0,308.501,308.501,19.5155,18.9715,18.9715,2.42907,20.9793,20.9793,4.17135,3.60781,3.60781,0.221793,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579833991.0,311.427,311.427,3.11427,20.1244,20.1244,1.0,29.8481,29.8481,1.0,4.68965,4.68965,0.0234482,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834090.0,303.64,303.64,23.8841,17.5873,17.5873,2.71939,18.8461,18.8461,3.50045,2.86452,2.86452,0.135737,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834189.0,309.469,309.469,3.09469,19.899,19.899,1.0,30.3049,30.3049,1.0,4.81282,4.81282,0.0240641,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834288.0,311.138,311.138,3.11138,19.8894,19.8894,1.0,30.0355,30.0355,1.0,4.65588,4.65588,0.0232794,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834388.0,309.074,309.074,19.9635,17.3392,17.3392,2.22019,21.1956,21.1956,3.90278,3.15426,3.15426,0.147391,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834487.0,312.556,312.556,3.12556,19.7135,19.7135,1.0,29.1462,29.1462,1.0,4.57343,4.57343,0.0228671,312.555,312.555,207.238,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0545281,0.0545281
1579834586.0,306.164,306.164,23.8409,18.1154,18.1154,2.47096,17.9057,17.9057,3.59168,2.74059,2.74059,0.110948,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834685.0,310.756,310.756,3.10756,19.6312,19.6312,1.0,29.5854,29.5854,1.0,4.57681,4.57681,0.022884,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834785.0,311.358,311.358,3.11358,20.3111,20.3111,1.0,28.6729,28.6729,1.0,4.58782,4.58782,0.0229391,311.349,311.349,211.441,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0553477,0.0553477
1579834884.0,309.96,309.96,20.9768,17.7767,17.7767,2.22268,21.0883,21.0883,4.37637,3.12494,3.12494,0.157091,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579834983.0,309.499,309.499,20.9956,18.4968,18.4968,3.29189,22.5207,22.5207,3.49976,3.78587,3.78587,0.202695,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1579835082.0,310.58,310.58,21.7533,18.1682,18.1682,2.45141,21.3303,21.3303,4.17274,3.07035,3.07035,0.136028,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
