time,PROTON_BULK_SPEED_km/s,PROTON_BULK_SPEED_km/s.1,UNCERTAINTY_IN_VP_km/s,P+_WPERP_NONLIN_km/s,P+_WPERP_NONLIN_km/s.1,SIGMA_P+_WPERP_NONLIN_km/s,P+_WPAR_NONLIN_km/s,P+_WPAR_NONLIN_km/s.1,SIGMA_P+_WPAR_NONLIN_km/s,P+_DENSITY_cm^{-3},P+_DENSITY_cm^{-3}.1,SIGMA_P+_DENSITY_cm^{-3},ALPHA_BULK_SPEED_km/s,ALPHA_BULK_SPEED_km/s.1,UNCERTAINTY_IN_VA_km/s,HE++_WPERP_NONLIN_km/s,HE++_WPERP_NONLIN_km/s.1,SIGMA_HE++_WPERP_NONLIN_km/s,HE++_WPAR_NONLIN_km/s,HE++_WPAR_NONLIN_km/s.1,SIGMA_HE++_WPAR_NONLIN_km/s,HE++_DENSITY_NONLIN_cm^{-3},HE++_DENSITY_NONLIN_cm^{-3}.1
1610502291.0,425.746,425.746,22.0814,41.8133,41.8133,3.67258,49.8915,49.8915,9.56379,4.23532,4.23532,0.0253284,427.554,427.554,102.497,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.128945,0.128945
1610502391.0,425.589,425.589,23.9769,42.7695,42.7695,3.71694,49.7854,49.7854,10.53,4.20878,4.20878,0.0258206,427.562,427.562,242.529,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.12685,0.12685
1610502491.0,428.28,428.28,22.085,42.4374,42.4374,3.5093,48.6922,48.6922,9.65545,4.27335,4.27335,0.025713,427.314,427.314,42.9933,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.127321,0.127321
1610502591.0,426.468,426.468,21.9511,44.2704,44.2704,3.69543,51.292,51.292,9.35588,4.47083,4.47083,0.027135,432.376,432.376,214.387,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.113756,0.113756
1610502989.0,433.473,433.473,19.7236,41.5351,41.5351,2.73515,49.4496,49.4496,12.7686,4.14485,4.14485,0.0233226,428.746,428.746,110.259,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.112817,0.112817
1610503390.0,427.123,427.123,20.7998,39.0445,39.0445,4.13704,46.3052,46.3052,6.36539,3.9804,3.9804,0.0248789,427.578,427.578,43.8466,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.116736,0.116736
1610503590.0,430.864,430.864,20.491,36.6855,36.6855,3.30337,49.7116,49.7116,7.40394,3.94856,3.94856,0.0236478,434.302,434.302,94.4314,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.123792,0.123792
1610503690.0,428.643,428.643,20.1183,36.1644,36.1644,3.25764,47.7179,47.7179,7.34215,3.85955,3.85955,0.0245561,429.219,429.219,97.1626,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.11657,0.11657
1610503790.0,428.371,428.371,26.0894,40.4594,40.4594,3.75154,52.0157,52.0157,9.76696,4.05974,4.05974,0.0286133,426.599,426.599,188.176,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.116379,0.116379
1610503887.0,424.807,424.807,25.9147,42.0116,42.0116,4.90596,53.8252,53.8252,9.10581,4.30748,4.30748,0.0268565,425.37,425.37,247.531,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.135256,0.135256
1610504188.0,424.456,424.456,19.955,37.4604,37.4604,3.35632,48.0503,48.0503,7.08963,4.00567,4.00567,0.0242169,425.493,425.493,42.665,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.113001,0.113001
1610504285.0,426.16,426.16,21.5184,37.4744,37.4744,5.43421,47.1559,47.1559,6.61026,3.78311,3.78311,0.0313004,424.808,424.808,41.9905,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.125571,0.125571
1610504385.0,428.801,428.801,21.4094,44.9702,44.9702,5.58225,49.3169,49.3169,6.80427,4.34324,4.34324,0.025952,431.95,431.95,226.873,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.126257,0.126257
1610504786.0,427.106,427.106,22.3609,47.8178,47.8178,10.397,43.0195,43.0195,4.55698,4.25698,4.25698,0.0298592,424.708,424.708,209.978,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.118941,0.118941
1610504886.0,427.931,427.931,22.0981,46.203,46.203,5.63353,45.7398,45.7398,7.95328,4.27808,4.27808,0.0261135,422.324,422.324,113.337,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.121172,0.121172
1610504986.0,424.522,424.522,21.613,43.7491,43.7491,6.02216,41.2376,41.2376,5.86577,3.86995,3.86995,0.0291355,424.527,424.527,44.6152,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.117377,0.117377
1610505086.0,430.087,430.087,18.9945,38.5709,38.5709,2.88522,99999.9,99999.9,99999.9,3.96204,3.96204,0.0236893,419.938,419.938,92.2037,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.120305,0.120305
1610505186.0,428.543,428.543,5.40469,40.886,40.886,1.0,51.1059,51.1059,8.74284,4.30303,4.30303,0.0215151,416.461,416.461,64.3669,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.143877,0.143877
1610505287.0,429.868,429.868,21.3247,46.0227,46.0227,3.69005,41.3649,41.3649,20.4695,4.27199,4.27199,0.0258598,420.263,420.263,284.494,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.133361,0.133361
1610505387.0,430.318,430.318,5.34562,37.9848,37.9848,1.0,60.5192,60.5192,9.08332,3.88328,3.88328,0.0194164,423.497,423.497,59.3172,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.131135,0.131135
1610505484.0,437.887,437.887,19.8635,42.9257,42.9257,2.99526,51.8246,51.8246,25.2615,4.34499,4.34499,0.0261252,430.523,430.523,167.388,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.104684,0.104684
1610505888.0,430.047,430.047,4.30047,40.659,40.659,1.0,51.2479,51.2479,2.66083,4.47693,4.47693,0.0223847,421.76,421.76,21.0742,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.111896,0.111896
1610505988.0,422.394,422.394,18.2241,36.7996,36.7996,2.48381,53.7636,53.7636,16.1675,4.15599,4.15599,0.0266929,421.96,421.96,128.834,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.122596,0.122596
1610506088.0,431.824,431.824,13.1999,42.7071,42.7071,1.64468,49.987,49.987,20.1055,4.53498,4.53498,0.0226749,420.018,420.018,156.016,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.130207,0.130207
1610506188.0,429.284,429.284,5.32368,40.6337,40.6337,1.0,44.627,44.627,8.48608,4.32871,4.32871,0.0216435,422.116,422.116,100.273,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.114764,0.114764
1610506288.0,429.382,429.382,18.7479,41.7463,41.7463,3.06404,99999.9,99999.9,99999.9,4.46655,4.46655,0.0275085,425.044,425.044,196.823,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.118041,0.118041
1610506388.0,428.104,428.104,18.935,40.5992,40.5992,2.98624,99999.9,99999.9,99999.9,4.44957,4.44957,0.0286083,421.125,421.125,103.536,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.112637,0.112637
1610506589.0,429.304,429.304,19.9496,39.6999,39.6999,3.34324,99999.9,99999.9,99999.9,4.12453,4.12453,0.0300756,420.361,420.361,40.4341,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.117461,0.117461
1610506689.0,433.394,433.394,20.5515,41.7294,41.7294,2.95827,44.0684,44.0684,19.7773,4.29822,4.29822,0.0309377,427.888,427.888,174.814,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.113508,0.113508
1610506789.0,434.105,434.105,18.2953,40.5721,40.5721,2.76067,56.9406,56.9406,39.7977,4.47825,4.47825,0.0276456,428.987,428.987,178.011,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.104626,0.104626
1610506989.0,447.354,447.354,19.5984,41.0458,41.0458,3.47924,43.8144,43.8144,8.2837,4.17533,4.17533,0.0244151,440.591,440.591,200.035,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.106352,0.106352
1610507487.0,442.628,442.628,18.1261,36.1763,36.1763,3.13471,40.3299,40.3299,6.34344,3.82783,3.82783,0.0215171,432.265,432.265,166.346,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0936172,0.0936172
1610507587.0,442.809,442.809,17.379,35.0703,35.0703,2.66118,40.2722,40.2722,7.04041,3.87082,3.87082,0.0220626,434.197,434.197,175.494,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0919219,0.0919219
1610507687.0,439.75,439.75,19.572,36.5578,36.5578,2.8451,43.8204,43.8204,9.02777,4.01036,4.01036,0.0280233,433.015,433.015,156.596,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0958014,0.0958014
1610507788.0,443.054,443.054,19.7801,38.3791,38.3791,3.69882,43.8214,43.8214,7.55439,3.73181,3.73181,0.0203601,434.641,434.641,201.549,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0844806,0.0844806
1610508188.0,412.504,412.504,23.0647,34.2552,34.2552,5.73738,48.7885,48.7885,7.01591,4.11036,4.11036,0.0447315,413.848,413.848,172.209,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.106611,0.106611
1610508489.0,417.405,417.405,5.19179,31.6168,31.6168,1.0,35.321,35.321,1.0,3.11836,3.11836,0.0155918,412.613,412.613,165.088,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.082622,0.082622
1610508589.0,419.501,419.501,23.5426,29.0017,29.0017,5.13483,44.261,44.261,6.14953,3.04638,3.04638,0.023498,420.78,420.78,94.7308,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0840143,0.0840143
1610508686.0,410.7,410.7,4.107,35.0409,35.0409,1.0,27.8954,27.8954,1.0,2.69018,2.69018,0.0134509,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610508786.0,411.792,411.792,4.11792,32.5292,32.5292,1.0,31.3348,31.3348,1.0,2.91062,2.91062,0.0145531,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610508886.0,410.278,410.278,4.10278,36.0021,36.0021,1.0,33.2722,33.2722,1.0,2.88596,2.88596,0.0144298,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610508987.0,404.132,404.132,26.4388,26.8703,26.8703,5.23202,20.0583,20.0583,2.464,1.89327,1.89327,0.02115,414.2,414.2,126.092,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0526642,0.0526642
1610509084.0,413.331,413.331,4.13331,30.8288,30.8288,1.0,30.8336,30.8336,1.0,2.79297,2.79297,0.0139648,413.783,413.783,112.694,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0680295,0.0680295
1610509184.0,423.456,423.456,22.6279,22.5453,22.5453,5.7371,43.0319,43.0319,6.5744,2.42859,2.42859,0.0129565,418.486,418.486,126.291,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0689712,0.0689712
1610509284.0,420.199,420.199,20.0991,28.8068,28.8068,4.47642,23.1886,23.1886,2.70987,1.97899,1.97899,0.0137937,424.562,424.562,143.861,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0596773,0.0596773
1610509384.0,422.899,422.899,19.7508,28.706,28.706,4.00841,29.621,29.621,3.80303,2.43433,2.43433,0.0133005,420.789,420.789,165.886,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0626722,0.0626722
1610509484.0,417.601,417.601,4.17601,31.8701,31.8701,1.0,24.4196,24.4196,1.0,2.77194,2.77194,0.0138597,418.856,418.856,152.089,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0633624,0.0633624
1610509584.0,419.081,419.081,24.5361,26.3599,26.3599,5.09662,35.8984,35.8984,5.44491,2.68997,2.68997,0.0173315,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610509685.0,414.431,414.431,25.3925,25.1537,25.1537,4.33428,13.0492,13.0492,1.54659,1.45413,1.45413,0.0125667,414.602,414.602,127.481,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0413974,0.0413974
1610509785.0,402.854,402.854,40.1372,30.1531,30.1531,8.6207,28.7975,28.7975,5.54733,2.70682,2.70682,0.107433,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610509885.0,408.331,408.331,17.9199,36.5098,36.5098,8.61682,32.3462,32.3462,2.70382,3.13299,3.13299,0.0170833,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610509985.0,403.964,403.964,33.4925,31.6021,31.6021,8.88514,28.3819,28.3819,5.30134,2.68451,2.68451,0.0960629,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610510085.0,402.291,402.291,22.2665,29.4376,29.4376,5.62063,20.8853,20.8853,2.08867,2.3398,2.3398,0.0267969,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610510185.0,400.503,400.503,18.777,27.0603,27.0603,5.28043,19.1465,19.1465,1.70147,2.35347,2.35347,0.0244785,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610510282.0,400.429,400.429,18.4897,26.9927,26.9927,6.33878,21.7759,21.7759,2.17685,2.51846,2.51846,0.0329425,399.88,399.88,113.11,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0628264,0.0628264
1610510383.0,401.784,401.784,23.011,28.1337,28.1337,5.15839,23.5287,23.5287,1.9053,2.91158,2.91158,0.0261204,401.639,401.639,128.7,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0635759,0.0635759
1610510483.0,402.699,402.699,21.9976,27.0046,27.0046,4.12522,23.9065,23.9065,1.91394,2.91677,2.91677,0.0219472,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610510583.0,401.563,401.563,22.4586,26.8598,26.8598,8.03521,22.3636,22.3636,2.57601,2.50366,2.50366,0.0277832,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610510683.0,401.51,401.51,24.6486,30.2367,30.2367,5.09832,23.3202,23.3202,1.98143,2.93893,2.93893,0.0285139,402.765,402.765,122.897,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0695895,0.0695895
1610510783.0,403.969,403.969,23.7244,29.8556,29.8556,4.50841,22.3444,22.3444,2.15036,2.81484,2.81484,0.0396889,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610510883.0,405.829,405.829,18.7396,24.8533,24.8533,3.83062,19.1346,19.1346,1.69967,2.1829,2.1829,0.018264,410.34,410.34,89.6006,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0476768,0.0476768
1610510984.0,408.185,408.185,4.08185,34.1804,34.1804,1.0,23.2617,23.2617,1.0,2.94363,2.94363,0.0147182,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610511084.0,407.142,407.142,20.0114,25.3683,25.3683,3.76478,18.571,18.571,1.73221,2.24454,2.24454,0.0207764,415.841,415.841,126.997,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.049832,0.049832
1610511184.0,410.658,410.658,16.8825,22.6983,22.6983,2.75588,17.4869,17.4869,1.32701,2.57168,2.57168,0.0229252,410.009,410.009,104.734,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0525971,0.0525971
1610511284.0,414.617,414.617,4.14617,28.2941,28.2941,1.0,17.6649,17.6649,1.0,3.01299,3.01299,0.015065,416.32,416.32,126.542,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0554923,0.0554923
1610511384.0,410.243,410.243,15.4339,15.0051,15.0051,1.95786,17.1533,17.1533,1.40142,1.97871,1.97871,0.013339,411.925,411.925,98.9282,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0469946,0.0469946
1610511481.0,407.03,407.03,15.9345,21.9287,21.9287,2.91881,17.5926,17.5926,1.32743,2.50423,2.50423,0.0209902,412.444,412.444,100.402,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.055114,0.055114
1610511582.0,408.751,408.751,19.3519,22.4585,22.4585,3.52715,17.5933,17.5933,1.72135,2.49768,2.49768,0.0274828,413.933,413.933,90.6453,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0546544,0.0546544
1610511682.0,407.734,407.734,19.0827,25.1601,25.1601,3.43971,19.2492,19.2492,1.75624,2.42564,2.42564,0.0223658,417.162,417.162,127.79,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0494025,0.0494025
1610511782.0,407.42,407.42,20.6717,24.6878,24.6878,3.60997,20.2092,20.2092,1.99138,2.39784,2.39784,0.0241412,415.098,415.098,122.118,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0524795,0.0524795
1610511882.0,409.108,409.108,18.0373,22.353,22.353,3.21662,19.3946,19.3946,1.77391,2.46814,2.46814,0.023003,412.031,412.031,113.776,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0531887,0.0531887
1610511982.0,408.719,408.719,16.5375,23.4996,23.4996,3.33264,17.7936,17.7936,1.33431,2.5881,2.5881,0.023007,411.987,411.987,107.216,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0530088,0.0530088
1610512082.0,402.984,402.984,31.9647,26.6748,26.6748,13.5881,34.658,34.658,5.31895,2.72328,2.72328,0.0428625,405.27,405.27,115.062,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0844205,0.0844205
1610512183.0,402.266,402.266,30.3539,31.0849,31.0849,16.7299,48.0473,48.0473,7.01667,3.63734,3.63734,0.0253291,402.313,402.313,52.4163,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.108537,0.108537
1610512283.0,408.772,408.772,24.1931,22.5389,22.5389,6.87575,23.8602,23.8602,3.07732,2.00756,2.00756,0.0243964,413.541,413.541,93.1397,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0548058,0.0548058
1610512383.0,407.509,407.509,23.0145,29.053,29.053,6.20329,29.6746,29.6746,2.71454,3.30699,3.30699,0.0231042,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610512483.0,405.604,405.604,25.8136,30.0777,30.0777,7.75328,27.2448,27.2448,3.13254,2.8416,2.8416,0.0487553,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610512583.0,406.715,406.715,30.376,23.602,23.602,10.5895,27.3728,27.3728,4.70058,1.8979,1.8979,0.0303303,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610512680.0,409.003,409.003,26.2914,29.8816,29.8816,10.6733,38.5057,38.5057,4.25936,3.18092,3.18092,0.0200013,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
1610512780.0,413.263,413.263,25.2156,37.5542,37.5542,13.5271,41.6563,41.6563,5.06663,3.09129,3.09129,0.0203148,414.16,414.16,53.306,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,0.0885508,0.0885508
1610512881.0,408.507,408.507,27.1837,28.9621,28.9621,7.88505,34.6689,34.6689,3.9522,3.23296,3.23296,0.0224451,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,99999.9,100000.0,100000.0
